Sr_No,Date,Startup_Name,Domain,Idea_Type,Target_Market,Min_Budget_INR,Max_Budget_INR,Ideal_Team_Size,Market_Demand_Score,Competition_Level,Growth_Rate_Pct,Technical_Complexity,Execution_Difficulty,Environmental_Impact,Social_Impact_Score,Sustainability_Score,Success_Rate,Risk_Level,Failure_Reasons,City_Location,Lead_Investor,Investment_Stage,Amount_INR,Year
395,25/10/2024,ShopSmart Solutions,E-Commerce,Used Goods Platform,Tier 2 Cities,5000000,10000000,10,78,High,17.3,Low,55,Medium,75,61,28,High,Flipkart/Amazon dominance,Delhi,Nexus,Seed,226695152,2024
396,30/12/2024,CashSmart Labs,FinTech,BNPL,Tier 1 Cities,500000,5000000,12,95,High,22.4,Medium,75,Low,90,84,36,Medium,High competition from incumbents,Mumbai,SAIF Partners,Series B,6102029700,2024
397,05/04/2024,TalentOS Solutions,SaaS/Technology,Cloud Infrastructure,Pan-India,2000000,50000000,50,89,High,39.0,High,60,Low,80,77,28,Medium,Churn,Hyderabad,Accel,Series C,13732371924,2024
398,20/05/2024,PropSmart Hub,Real Estate,Co-living,Corporate,200000000,800000000,8,66,Medium,9.3,Low,67,Medium,70,59,28,High,Regulatory complexity,Mumbai,Sequoia,Series A,2399646046,2024
399,05/12/2024,DairyTech Solutions,AgriTech,Cold Chain,Rural,3000000,5000000,4,66,Low,23.6,Medium,69,Low,86,94,32,Medium,Seasonality,Bangalore,Accel,Series A,1614245881,2024
400,04/12/2025,FleetPro Technologies,Logistics,Returns Management,Tier 2,1000000,100000000,10,79,High,17.9,Medium,70,Medium,63,66,34,High,Thin margins,Kolkata,Accel,Series A,1903797996,2025
401,01/10/2025,HarvestHub Network,AgriTech,Agri Marketplace,Pan-India,8000000,80000000,10,67,Low,34.6,Medium,64,Low,97,82,23,Medium,Farmer digital literacy,Hyderabad,Beenext,Series C,20463689020,2025
402,24/02/2026,FitLife Network,HealthTech,Wearables,Senior Citizens,10000000,500000000,20,90,Medium,21.7,High,72,Low,91,85,33,Medium,Doctor onboarding,Chennai,Eight Roads,Series C,6049237660,2026
403,20/12/2025,QuickCart Platform,E-Commerce,Niche Retail,Pan-India,2000000,10000000,15,87,High,21.6,Low,58,Medium,56,61,23,High,Logistics costs,Hyderabad,Nexus,Series A,1007942862,2025
404,21/01/2025,ElderCare India,HealthTech,Home Healthcare,Tier 1,500000,10000000,35,82,Medium,25.7,High,70,Low,85,76,30,Medium,Regulatory approvals,Mumbai,Accel,Seed,50489945,2025
405,26/04/2025,DroneKisan Network,AgriTech,Soil Analytics,Rural,3000000,5000000,6,66,Low,36.1,Medium,61,Low,94,83,26,Medium,Farmer digital literacy,Hyderabad,Omnivore,Series C,24777164668,2025
406,09/06/2024,DeliverPro Technologies,Logistics,Rural Logistics,E-Commerce,5000000,100000000,50,71,High,16.4,Medium,65,Medium,77,74,33,High,Thin margins,Chennai,Prosus,Series B,3517216308,2024
407,16/04/2024,LearnX Network,EdTech,Assessment Tool,Tier 2 Cities,200000,10000000,8,75,High,22.0,Low,47,Low,86,70,34,Medium,High CAC,Pune,Sequoia Capital,Series A,1171653546,2024
408,05/04/2024,ZeroCarbon India,CleanTech,Carbon Credits,Industrial,100000000,800000000,40,86,Low,54.3,High,68,Low,93,91,23,High,Long payback period,Bangalore,Blume,Series D,15577421240,2024
409,05/01/2026,EduPath Platform,EdTech,Skill Courses,College Students,500000,30000000,15,74,High,19.4,Low,56,Low,93,71,36,Medium,Content quality issues,Mumbai,Elevation Capital,Series A,2005840006,2026
410,11/03/2026,SpaceHub Pro,Real Estate,Co-living,Corporate,50000000,200000000,20,70,Medium,8.7,Low,76,Medium,73,57,19,High,Capital intensity,Delhi,Elevation,Series D,33845593324,2026
411,22/02/2025,ReturnEase Solutions,Logistics,Returns Management,Urban,20000000,500000000,10,83,High,19.6,Medium,68,Medium,61,74,30,High,Thin margins,Hyderabad,Tiger Global,Series D,15442163932,2025
412,01/02/2025,StreetShop Technologies,E-Commerce,Niche Retail,Urban,20000000,1000000000,5,74,High,13.8,Low,58,Medium,67,63,21,High,Unit economics,Bangalore,Nexus,Series B,4053040818,2025
413,12/07/2025,Rupify Pro,FinTech,BNPL,Delhi NCR,1000000,50000000,20,76,High,34.8,Medium,67,Low,71,76,40,Medium,Regulatory challenges,Mumbai,SAIF Partners,Seed,189889855,2025
414,07/10/2024,GrowthSchool Technologies,EdTech,Language Learning,College Students,3000000,100000000,25,76,High,23.7,Low,53,Low,85,71,23,Medium,High CAC,Delhi,WestBridge,Series A,1591735283,2024
415,10/12/2025,CarbonCut AI,CleanTech,EV Charging,Government,5000000,20000000,80,79,Low,38.1,High,75,Low,88,87,34,High,High capex,Pune,SoftBank,Seed,326403003,2025
416,07/02/2024,EduPath Platform,EdTech,Corporate Training,College Students,500000,100000000,5,81,High,17.7,Low,51,Low,80,81,35,Medium,High CAC,Delhi,Accel,Series B,7263847280,2024
417,12/03/2025,HomeDeal Network,Real Estate,Co-living,Tier 1,200000000,5000000000,20,70,Medium,13.5,Low,70,Medium,79,68,24,High,Long cycles,Chennai,Elevation,Series C,18735919796,2025
418,11/07/2025,ReelUp Pro,Media/Entertainment,Podcast,Regional Language,300000,150000000,30,74,High,14.9,Medium,69,Low,72,64,16,High,Content cost,Mumbai,Sequoia,Series B,6105897838,2025
419,10/11/2024,DroneKisan Platform,AgriTech,Farm Management SaaS,Farmer Communities,300000,5000000,4,69,Low,34.6,Medium,76,Low,98,88,23,Medium,Farmer digital literacy,Hyderabad,Lightspeed,Series A,2144156336,2024
420,15/01/2026,LastMile AI,Logistics,Fleet Management,B2B,5000000,2000000000,15,73,High,21.8,Medium,64,Medium,76,58,30,High,Fuel cost volatility,Hyderabad,Prosus,Series B,3953603925,2026
421,05/06/2024,StreamNow Hub,Media/Entertainment,Podcast,Pan-India,20000000,100000000,30,79,High,14.4,Medium,62,Low,64,58,23,High,Content cost,Delhi,Sequoia,Seed,234348762,2024
422,19/04/2024,BrainBox Labs,EdTech,Language Learning,Urban,200000,2000000,15,81,High,26.9,Low,51,Low,92,73,29,Medium,Post-COVID demand drop,Bangalore,Elevation Capital,Series C,12586086680,2024
423,01/11/2024,MedEase Solutions,HealthTech,Health Insurance,Corporate Wellness,500000,10000000,12,91,Medium,25.8,High,65,Low,87,88,36,Medium,Doctor onboarding,Mumbai,Accel,Series D,42462907552,2024
424,10/08/2024,SkillUp Network,EdTech,Skill Courses,Urban,200000,10000000,8,78,High,21.3,Low,47,Low,91,87,32,Medium,High CAC,Chennai,Elevation Capital,Series C,9780678062,2024
425,23/02/2026,StoryTell Labs,Media/Entertainment,Audio Content,Urban,20000000,500000000,30,81,High,19.8,Medium,63,Low,65,55,24,High,User retention,Bangalore,Sequoia,Series B,2390243445,2026
426,27/10/2024,ReturnEase Plus,Logistics,Fleet Management,E-Commerce,1000000,20000000,15,80,High,18.7,Medium,65,Medium,71,62,21,High,Thin margins,Bangalore,Warburg Pincus,Series A,444489622,2024
427,25/11/2024,GameZone Plus,Media/Entertainment,Short Video,Youth,5000000,30000000,60,74,High,13.3,Medium,63,Low,74,54,24,High,Monetisation difficulty,Noida,Sequoia,Series C,8593391728,2024
428,02/05/2024,TruckEasy Pro,Logistics,Warehousing,B2B,20000000,2000000000,15,88,High,14.2,Medium,60,Medium,80,73,20,High,Asset intensity,Mumbai,Warburg Pincus,Series C,5051855210,2024
429,01/03/2025,QuizGenius Labs,EdTech,Language Learning,Tier 2 Cities,1000000,100000000,3,87,High,25.1,Low,60,Low,81,82,26,Medium,Content quality issues,Hyderabad,Elevation Capital,Seed,303652008,2025
430,05/12/2025,GreenBuild AI,CleanTech,Green Hydrogen,Pan-India,2000000,100000000,20,92,Low,54.7,High,66,Low,92,97,21,High,High capex,Pune,Lightspeed,Seed,226477300,2025
431,09/05/2024,TutorAI Solutions,EdTech,Assessment Tool,Rural,3000000,18000000,25,85,High,23.6,Low,53,Low,90,85,25,Medium,Post-COVID demand drop,Delhi,WestBridge,Seed,289015126,2024
432,17/11/2025,CashSmart Pro,FinTech,Crypto Exchange,Urban,5000000,40000000,6,93,High,30.9,Medium,71,Low,80,74,39,Medium,Regulatory challenges,Pune,Tiger Global,Seed,132850671,2025
433,11/03/2024,NicheStore AI,E-Commerce,Quick Commerce,Rural,500000,50000000,30,75,High,19.5,Low,62,Medium,55,64,20,High,Unit economics,Hyderabad,Tiger Global,Series E,66038873034,2024
434,03/06/2024,BazaarPro Plus,E-Commerce,Subscription Box,Bharat,5000000,10000000,30,80,High,15.7,Low,56,Medium,75,62,29,High,Unit economics,Delhi,Accel,Series A,2081903997,2024
435,23/10/2025,CashSmart Technologies,FinTech,Stock Trading App,Pan-India,500000,5000000,20,83,High,22.1,Medium,72,Low,73,73,31,Medium,Trust deficit,Delhi,SAIF Partners,Series C,15273956105,2025
436,23/12/2025,GreenChain Labs,AgriTech,Farm Management SaaS,Rural,1000000,300000000,10,72,Low,24.7,Medium,62,Low,87,83,23,Medium,Seasonality,Bangalore,Accel,Series C,10088629736,2025
437,26/12/2024,LiveStage Hub,Media/Entertainment,OTT Platform,Youth,1000000,500000000,5,69,High,22.6,Medium,64,Low,62,68,23,High,Content cost,Mumbai,Lightspeed,Seed,255108282,2024
438,16/09/2024,APIBridge Pro,SaaS/Technology,HR Tech,Enterprise,5000000,200000000,50,94,High,34.0,High,70,Low,63,76,44,Medium,Pricing pressure,Hyderabad,Sequoia,Series C,15333591220,2024
439,17/07/2024,GrowthSchool Technologies,EdTech,Language Learning,College Students,3000000,10000000,8,81,High,26.5,Low,57,Low,93,78,26,Medium,Post-COVID demand drop,Pune,Accel,Series B,8020687940,2024
440,02/12/2025,SecureNet Pro,SaaS/Technology,CRM,Startups,5000000,50000000,15,89,High,27.2,High,64,Low,60,82,29,Medium,Long sales cycles,Chennai,Tiger Global,Seed,79009120,2025
441,24/12/2024,WellnessHub Plus,HealthTech,Genomics,Urban,500000,150000000,8,86,Medium,25.2,High,67,Low,89,79,25,Medium,Doctor onboarding,Mumbai,Lightspeed,Series C,24800563038,2024
442,26/11/2025,FreightHub Hub,Logistics,Warehousing,Tier 2,20000000,100000000,50,87,High,16.2,Medium,69,Medium,62,64,29,High,Fuel cost volatility,Kolkata,Prosus,Series A,1641584115,2025
443,24/04/2025,SunPower AI,CleanTech,EV Manufacturing,Tier 1,100000000,2000000000,8,92,Low,30.7,High,78,Low,89,97,24,High,Long payback period,Delhi,Accel,Series D,33703985925,2025
444,16/02/2025,NutriFit India,HealthTech,Hospital SaaS,Corporate Wellness,10000000,40000000,5,88,Medium,30.0,High,68,Low,90,75,38,Medium,Doctor onboarding,Hyderabad,Eight Roads,Series B,8221913505,2025
445,27/05/2024,HomeDeal Pro,Real Estate,PropTech SaaS,Tier 1,10000000,1000000000,20,65,Medium,16.1,Low,71,Medium,65,57,18,High,Capital intensity,Mumbai,Helion,Private Equity,78410816700,2024
446,03/11/2024,GrowthSchool Pro,EdTech,Skill Courses,Urban,1000000,100000000,25,73,High,20.6,Low,65,Low,80,75,24,Medium,Content quality issues,Mumbai,Sequoia Capital,Series A,1230121916,2024
447,04/02/2025,DroneKisan Technologies,AgriTech,Soil Analytics,Farmer Communities,8000000,20000000,4,74,Low,29.3,Medium,78,Low,91,78,27,Medium,Seasonality,Nagpur,Omnivore,Series C,14662838560,2025
448,01/01/2025,HomeCure Plus,HealthTech,Mental Health App,Tier 1,10000000,50000000,8,91,Medium,27.9,High,75,Low,92,76,29,Medium,Data privacy issues,Hyderabad,Lightspeed,Seed,380588324,2025
449,25/08/2025,CarbonCut Network,CleanTech,Waste Management,Government,100000000,300000000,8,80,Low,35.8,High,68,Low,95,95,35,High,Policy dependence,Ahmedabad,Blume,Series A,905006567,2025
450,08/02/2024,QuizGenius Technologies,EdTech,Ed Games,Tier 2 Cities,200000,10000000,8,73,High,24.1,Low,57,Low,84,88,30,Medium,Post-COVID demand drop,Delhi,Sequoia Capital,Series C,8684606544,2024
451,29/03/2024,LiveBuy India,E-Commerce,Social Commerce,Tier 2 Cities,500000,50000000,5,83,High,19.7,Low,72,Medium,57,60,20,High,Flipkart/Amazon dominance,Hyderabad,DST Global,Series A,1744802390,2024
452,25/03/2025,GrowthSchool AI,EdTech,Exam Prep,K-12,200000,10000000,25,79,High,16.3,Low,60,Low,87,71,31,Medium,Content quality issues,Bangalore,WestBridge,Series A,1121820412,2025
453,12/08/2025,LiveEasy Plus,Real Estate,REITs,Students,50000000,5000000000,80,66,Medium,13.5,Low,68,Medium,80,70,22,High,Regulatory complexity,Mumbai,Sequoia,Series C,24079580452,2025
454,14/02/2026,EcoStore India,CleanTech,Green Hydrogen,Tier 1,2000000,20000000,20,77,Low,53.7,High,67,Low,96,92,24,High,Policy dependence,Bangalore,Lightspeed,Seed,389590542,2026
455,03/03/2026,TaxPilot Platform,FinTech,P2P Lending,Mumbai,5000000,50000000,4,87,High,31.0,Medium,59,Low,83,78,36,Medium,High competition from incumbents,Delhi,Sequoia Capital,Seed,299311010,2026
456,11/01/2024,GameZone AI,Media/Entertainment,Podcast,Regional Language,300000,5000000,8,69,High,13.0,Medium,59,Low,69,57,19,High,Content cost,Delhi,Matrix,Series A,2115734774,2024
457,29/07/2024,CommercialHub Network,Real Estate,Online Broker,Corporate,50000000,1000000000,80,74,Medium,16.7,Low,72,Medium,78,63,23,High,Regulatory complexity,Pune,Helion,Series A,1568572216,2024
458,08/11/2024,PureGoods Plus,E-Commerce,B2B Marketplace,Pan-India,5000000,50000000,5,79,High,19.0,Low,69,Medium,58,50,25,High,Logistics costs,Delhi,Nexus,Series D,46659470258,2024
459,28/01/2025,ColdChain India,Logistics,Cold Chain,Tier 2,50000000,100000000,50,87,High,14.6,Medium,69,Medium,61,72,32,High,Asset intensity,Kolkata,Accel,Series B,4096849260,2025
460,21/04/2024,SafeVault AI,FinTech,Insurance Tech,Mumbai,5000000,200000000,20,93,High,31.1,Medium,63,Low,75,77,35,Medium,Trust deficit,Mumbai,Tiger Global,Seed,238366030,2024
461,09/02/2024,ReturnEase Labs,Logistics,Fleet Management,Urban,20000000,80000000,25,88,High,21.3,Medium,68,Medium,65,69,27,High,Thin margins,Delhi,Prosus,Series C,9057800275,2024
462,17/11/2024,SpaceHub Pro,Real Estate,PropTech SaaS,Pan-India,50000000,1000000000,40,69,Medium,10.3,Low,70,Medium,66,56,21,High,Capital intensity,Bangalore,Sequoia,Private Equity,136479371832,2024
463,17/01/2024,FarmerFirst Network,AgriTech,Dairy Tech,Rural,1000000,80000000,4,67,Low,30.1,Medium,63,Low,93,80,21,Medium,Farmer digital literacy,Ahmedabad,Sequoia,Series B,6449585842,2024
464,09/12/2024,WindTech Network,CleanTech,EV Manufacturing,Industrial,2000000,100000000,20,76,Low,37.3,High,69,Low,97,85,23,High,Long payback period,Pune,Blume,Series D,25332898752,2024
465,25/01/2025,NutriFit Technologies,HealthTech,Online Pharmacy,Urban,10000000,30000000,35,95,Medium,27.9,High,79,Low,90,80,28,Medium,Data privacy issues,Mumbai,Lightspeed,Series B,4257633688,2025
466,22/03/2024,SunPower Plus,CleanTech,Clean Cooking,Urban,20000000,2000000000,80,82,Low,41.2,High,78,Low,91,94,24,High,Long payback period,Hyderabad,Blume,Series D,22419240400,2024
467,31/05/2024,BuildTech Pro,Real Estate,Online Broker,Tier 1,200000000,1000000000,8,78,Medium,10.6,Low,80,Medium,65,59,18,High,Long cycles,Chennai,Sequoia,Series B,7602068957,2024
468,04/09/2024,ConstructAI Technologies,Real Estate,Smart Homes,Pan-India,2000000,50000000,8,76,Medium,17.5,Low,78,Medium,76,68,22,High,Long cycles,Chennai,Tiger Global,Series B,1757233786,2024
469,29/06/2024,SmartERP Hub,SaaS/Technology,Cybersecurity,Global,2000000,200000000,25,87,High,22.9,High,71,Low,76,86,44,Medium,Churn,Pune,Tiger Global,Series C,5114933364,2024
470,11/08/2025,GreenChain Network,AgriTech,Agri Marketplace,Pan-India,3000000,20000000,4,74,Low,26.4,Medium,74,Low,88,83,22,Medium,Seasonality,Bangalore,Lightspeed,Series A,686405070,2025
471,06/07/2025,SafeVault Platform,FinTech,Payment Gateway,Bangalore,500000,50000000,6,84,High,34.0,Medium,73,Low,83,79,36,Medium,High competition from incumbents,Gurugram,SAIF Partners,Seed,125762189,2025
472,28/12/2024,LearnLocal Technologies,EdTech,School LMS,College Students,200000,30000000,5,86,High,19.4,Low,59,Low,82,80,36,Medium,Post-COVID demand drop,Bangalore,Elevation Capital,Series B,2069381084,2024
473,13/08/2024,LogiLink Platform,Logistics,Cross Border Shipping,E-Commerce,5000000,2000000000,15,85,High,17.1,Medium,66,Medium,80,57,28,High,Fuel cost volatility,Delhi,Tiger Global,Series C,20088983271,2024
474,24/01/2025,StoryTell Platform,Media/Entertainment,Creator Economy,Youth,1000000,150000000,8,77,High,20.7,Medium,70,Low,75,64,24,High,User retention,Hyderabad,Kalaari,Series B,4889501818,2025
475,29/06/2024,ClassMate Network,EdTech,Exam Prep,Tier 2 Cities,3000000,10000000,15,85,High,22.8,Low,52,Low,80,79,26,Medium,Content quality issues,Hyderabad,Sequoia Capital,Seed,268129438,2024
476,01/10/2024,QuickPay Platform,FinTech,Digital Lending,Delhi NCR,500000,50000000,12,88,High,21.8,Medium,60,Low,87,71,40,Medium,Trust deficit,Pune,Sequoia Capital,Series D,40726589932,2024
477,27/12/2024,HydroPure Technologies,CleanTech,EV Charging,Government,5000000,500000000,80,81,Low,54.6,High,82,Low,94,98,27,High,Policy dependence,Pune,Blume,Series B,4457267658,2024
478,11/05/2025,SwiftShip Solutions,Logistics,Cross Border Shipping,Urban,1000000,100000000,15,71,High,17.0,Medium,63,Medium,72,75,26,High,Thin margins,Delhi,Warburg Pincus,Seed,93506306,2025
479,23/01/2026,KnowledgeHub AI,EdTech,School LMS,K-12,1000000,30000000,15,86,High,24.7,Low,54,Low,88,84,25,Medium,Post-COVID demand drop,Chennai,WestBridge,Series C,9156657762,2026
480,02/06/2025,LiveEasy AI,Real Estate,Co-working,Corporate,200000000,1000000000,80,68,Medium,12.5,Low,65,Medium,74,62,25,High,Long cycles,Pune,Elevation,Series A,820317527,2025
481,12/09/2024,ReelUp Solutions,Media/Entertainment,News App,Regional Language,20000000,30000000,5,83,High,15.3,Medium,64,Low,65,56,15,High,User retention,Chennai,Kalaari,Series C,21098692325,2024
482,25/11/2024,StreetShop Pro,E-Commerce,Live Commerce,Bharat,500000,10000000,30,74,High,15.8,Low,55,Medium,60,66,29,High,Logistics costs,Mumbai,Accel,Series C,8001626394,2024
483,12/02/2025,SwiftShip Labs,Logistics,Truck Aggregation,E-Commerce,20000000,500000000,100,80,High,20.8,Medium,71,Medium,78,75,22,High,Thin margins,Kolkata,Warburg Pincus,Series E,39225478952,2025
484,03/02/2026,GreenBuild Solutions,CleanTech,Battery Swapping,Government,100000000,800000000,40,80,Low,33.8,High,67,Low,88,89,26,High,High capex,Mumbai,Lightspeed,Series C,17499316692,2026
485,19/12/2024,TrendHub India,E-Commerce,B2B Marketplace,Rural,5000000,1000000000,50,81,High,15.7,Low,67,Medium,63,67,26,High,Flipkart/Amazon dominance,Bangalore,Accel,Series D,16344093441,2024
486,22/10/2025,RegionalVoice Network,Media/Entertainment,Live Streaming,Regional Language,5000000,500000000,8,73,High,12.0,Medium,62,Low,61,54,27,High,Monetisation difficulty,Bangalore,Lightspeed,Series A,418191630,2025
487,11/11/2025,ColdChain Network,Logistics,Cross Border Shipping,B2B,1000000,100000000,100,82,High,18.2,Medium,72,Medium,75,66,24,High,Fuel cost volatility,Kolkata,Warburg Pincus,Seed,191575470,2025
488,02/12/2025,KisanPro Plus,AgriTech,Drone Services,Pan-India,1000000,5000000,10,79,Low,34.3,Medium,71,Low,96,91,21,Medium,Last-mile connectivity,Delhi,Lightspeed,Series C,14083953183,2025
489,02/12/2024,KisanPro Network,AgriTech,Crop Insurance,Agri Cooperatives,300000,80000000,4,85,Low,26.4,Medium,75,Low,91,79,29,Medium,Last-mile connectivity,Pune,Sequoia,Seed,63062122,2024
490,16/04/2024,PropSmart Network,Real Estate,Co-working,Students,10000000,200000000,12,67,Medium,12.2,Low,68,Medium,63,69,28,High,Regulatory complexity,Delhi,Sequoia,Series A,961559196,2024
491,09/01/2026,NewsFlash Plus,Media/Entertainment,OTT Platform,Youth,20000000,80000000,8,84,High,13.9,Medium,63,Low,57,57,22,High,Content cost,Chennai,Matrix,Series A,902121475,2026
492,04/08/2025,IoTHub Technologies,SaaS/Technology,IoT Platform,SMB,500000,10000000,5,84,High,35.1,High,60,Low,70,86,28,Medium,Long sales cycles,Hyderabad,Sequoia,Series B,4435171304,2025
493,24/02/2024,DroneKisan Labs,AgriTech,Precision Farming,Pan-India,1000000,80000000,18,72,Low,35.4,Medium,68,Low,88,83,22,Medium,Seasonality,Pune,Beenext,Seed,384889743,2024
494,07/02/2024,GenomeScan AI,HealthTech,Fitness App,Corporate Wellness,2000000,500000000,12,89,Medium,22.5,High,73,Low,86,88,37,Medium,Regulatory approvals,Mumbai,Lightspeed,Series C,18931094783,2024
495,26/11/2024,NewsFlash Hub,Media/Entertainment,News App,Regional Language,300000,150000000,5,79,High,23.3,Medium,55,Low,60,65,22,High,User retention,Noida,Matrix,Seed,172812018,2024
496,23/09/2025,TalentOS Hub,SaaS/Technology,IoT Platform,SMB,10000000,500000000,8,86,High,35.0,High,65,Low,75,80,37,Medium,Long sales cycles,Chennai,Accel,Seed,336629081,2025
497,03/09/2025,AgriPay Plus,AgriTech,Cold Chain,Agri Cooperatives,1000000,20000000,10,66,Low,37.5,Medium,69,Low,97,82,30,Medium,Seasonality,Hyderabad,Beenext,Series A,2262786290,2025
498,29/08/2024,CareAI AI,HealthTech,Online Pharmacy,Urban,2000000,150000000,5,95,Medium,21.9,High,68,Low,92,89,35,Medium,Doctor onboarding,Hyderabad,Sequoia Capital,Series C,12862221430,2024
499,21/11/2025,AgriPay AI,AgriTech,Supply Chain,Farmer Communities,300000,80000000,18,83,Low,22.4,Medium,65,Low,97,85,23,Medium,Seasonality,Ahmedabad,Sequoia,Seed,320655197,2025
500,05/04/2024,FreightHub AI,Logistics,Warehousing,E-Commerce,5000000,500000000,25,82,High,21.4,Medium,75,Medium,61,63,26,High,Thin margins,Chennai,Tiger Global,Series E,47747194782,2024
